labels,sensibilidades,especificidades
0,0.8179519595448799,0.9826827120633989
1,0.6924886573685095,0.8868613138686131
2,0.4565381708238851,0.9781203644840009
3,0.37392550143266473,0.924799234164761
4,0.647329324372126,0.9603960396039604
5,0.7204767063921993,0.8552622604187982
