labels,sensibilidades,especificidades
0,0.7780548628428927,0.9772232358307339
1,0.5077562326869806,0.8407427382695123
2,0.7947019867549668,0.9667274384685506
3,0.330188679245283,0.9079020170011569
4,0.6531322505800464,0.95293249304491
5,0.47973183660742125,0.7798331519767864
