labels,sensibilidades,especificidades
0,0.6958930899608866,0.9563364660556886
1,0.5939849624060151,0.8639087852653121
2,0.5792592592592593,0.9679368981766031
3,0.3092621664050236,0.9111031591861772
4,0.5355364418288818,0.9257921067259589
5,0.6206118708585929,0.8695254082099801
