labels,sensibilidades,especificidades
0,0.2631252583712278,0.8951891152919732
1,0.007161857990587273,0.6278735632183908
2,0.0,0.9496509728204366
3,0.0,0.9041536709738106
4,0.0,0.875340363384326
5,0.05699828145885049,0.43290488431876606
